2025-07-08 09:04:56,858 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-07-08 09:04:56,879 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-07-08 09:04:56,880 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-07-08 09:04:56,881 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-07-08 09:04:56,891 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-07-08 09:04:56,891 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-07-08 09:04:56,892 INFO  SwAddin.cs: 201 - Setting up command manager
2025-07-08 09:04:56,893 INFO  SwAddin.cs: 204 - Adding command manager
2025-07-08 09:04:56,895 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-07-08 09:04:56,897 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-07-08 09:04:56,897 INFO  SwAddin.cs: 210 - Adding event handlers
2025-07-08 09:04:56,911 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-07-08 10:00:18,259 INFO  SwAddin.cs: 294 - Assembly export called for file Arms&Hands_replicated.SLDASM
2025-07-08 10:00:21,472 INFO  SwAddin.cs: 313 - Saving assembly
2025-07-08 10:00:23,797 INFO  SwAddin.cs: 316 - Opening property manager
2025-07-08 10:00:23,807 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Arms&Hands_replicated.SLDASM
2025-07-08 10:00:23,821 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Arms&Hands_replicated.SLDASM
2025-07-08 10:00:23,821 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Arms&Hands_replicated.SLDASM
2025-07-08 10:00:23,821 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-07-08 10:00:23,826 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2025-07-08 10:00:23,827 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MHR-SUP-2203-ARMRHS-01-1
2025-07-08 10:00:23,828 INFO  ExportHelperExtension.cs: 1136 - Found 414 in MHR-SUP-2203-ARMRHS-01-1
2025-07-08 10:00:23,829 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MHR-SUP-2203-ARMRHS-01-1
2025-07-08 10:00:23,829 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MHR-SUP-2204-HNDLHS-01-1
2025-07-08 10:00:23,830 INFO  ExportHelperExtension.cs: 1136 - Found 54 in MHR-SUP-2204-HNDLHS-01-1
2025-07-08 10:00:23,830 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MHR-SUP-2204-HNDLHS-01-1
2025-07-08 10:00:23,830 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MHR-SUP-2204-HNDRHS-01-1
2025-07-08 10:00:23,831 INFO  ExportHelperExtension.cs: 1136 - Found 60 in MHR-SUP-2204-HNDRHS-01-1
2025-07-08 10:00:23,831 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MHR-SUP-2204-HNDRHS-01-1
2025-07-08 10:00:23,831 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MHR-SUP-2203-ARMLHS-01-1
2025-07-08 10:00:23,832 INFO  ExportHelperExtension.cs: 1136 - Found 416 in MHR-SUP-2203-ARMLHS-01-1
2025-07-08 10:00:23,833 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MHR-SUP-2203-ARMLHS-01-1
2025-07-08 10:00:23,833 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MHR-SUP-2203-SHORHS-01-simple-1
2025-07-08 10:00:23,834 INFO  ExportHelperExtension.cs: 1136 - Found 273 in MHR-SUP-2203-SHORHS-01-simple-1
2025-07-08 10:00:23,835 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MHR-SUP-2203-SHORHS-01-simple-1
2025-07-08 10:00:23,835 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MHR-SUP-2203-SHOLHS-01-simple-1
2025-07-08 10:00:23,835 INFO  ExportHelperExtension.cs: 1136 - Found 260 in MHR-SUP-2203-SHOLHS-01-simple-1
2025-07-08 10:00:23,836 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MHR-SUP-2203-SHOLHS-01-simple-1
2025-07-08 10:00:23,836 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Arms&Hands_replicated.SLDASM
2025-07-08 10:00:23,837 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Arms&Hands_replicated.SLDASM
2025-07-08 10:00:23,837 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Arms&Hands_replicated.SLDASM
2025-07-08 10:00:23,837 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-07-08 10:00:23,838 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2025-07-08 10:00:23,838 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MHR-SUP-2203-ARMRHS-01-1
2025-07-08 10:00:23,838 INFO  ExportHelperExtension.cs: 1136 - Found 414 in MHR-SUP-2203-ARMRHS-01-1
2025-07-08 10:00:23,839 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MHR-SUP-2203-ARMRHS-01-1
2025-07-08 10:00:23,839 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MHR-SUP-2204-HNDLHS-01-1
2025-07-08 10:00:23,840 INFO  ExportHelperExtension.cs: 1136 - Found 54 in MHR-SUP-2204-HNDLHS-01-1
2025-07-08 10:00:23,840 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MHR-SUP-2204-HNDLHS-01-1
2025-07-08 10:00:23,840 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MHR-SUP-2204-HNDRHS-01-1
2025-07-08 10:00:23,840 INFO  ExportHelperExtension.cs: 1136 - Found 60 in MHR-SUP-2204-HNDRHS-01-1
2025-07-08 10:00:23,841 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MHR-SUP-2204-HNDRHS-01-1
2025-07-08 10:00:23,841 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MHR-SUP-2203-ARMLHS-01-1
2025-07-08 10:00:23,841 INFO  ExportHelperExtension.cs: 1136 - Found 416 in MHR-SUP-2203-ARMLHS-01-1
2025-07-08 10:00:23,842 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MHR-SUP-2203-ARMLHS-01-1
2025-07-08 10:00:23,842 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MHR-SUP-2203-SHORHS-01-simple-1
2025-07-08 10:00:23,843 INFO  ExportHelperExtension.cs: 1136 - Found 273 in MHR-SUP-2203-SHORHS-01-simple-1
2025-07-08 10:00:23,843 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MHR-SUP-2203-SHORHS-01-simple-1
2025-07-08 10:00:23,844 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MHR-SUP-2203-SHOLHS-01-simple-1
2025-07-08 10:00:23,844 INFO  ExportHelperExtension.cs: 1136 - Found 260 in MHR-SUP-2203-SHOLHS-01-simple-1
2025-07-08 10:00:23,845 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MHR-SUP-2203-SHOLHS-01-simple-1
2025-07-08 10:00:24,234 INFO  SwAddin.cs: 339 - Loading config tree
2025-07-08 10:00:24,239 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
